PHONE_USE_MTH,L90D_RG_CTT_TM,SCR_CELL_CALLED_TIMES,SCR_CELL_CALLED_PHONE_CNT,SCR_CELL_CTT_DAYS_CNT,SCR_CELL_CALLED_CTT_DAYS_CNT,SCR_CELL_180_CALLING_SUBTTL,SCR_CELL_MRNG_CALLED_TIMES,SCR_CELL_CALL_TTL_TIME,SCR_CELL_AFTN_CALL_TTL_TIME,SCR_CELL_NIGHT_CALL_TTL_TIME,SCR_CELL_90DAY_CALLING_TIMES,SCR_CELL_90DAY_CALL_TIMES,SCR_CELL_CALL_PHONE_CNT,SCR_CELL_CALLING_CTT_DAYS_CNT,SCR_CELL_CALLED_TTL_TIME,SCR_CELL_NIGHT_CALLED_TTL_TIME,SCR_CELL_AFTN_CALLING_TTL_TIME,SCR_CELL_NIGHT_CALLING_TTL_TIME,SCR_CELL_DAY_CALLING_TTL_TIME,SCR_CELL_EVN_CALL_TTL_TIME,SCR_CELL_CALLING_TTL_TIME,SCR_CELL_90DAY_CALLING_TTL_TIME,SCR_CELL_CALL_SMY_ANS_AFTN_CNT,SCR_CELL_CALL_SMY_ANS_AFTN_TM,SCR_CELL_LOCAL_CALL_TIME,SCR_CELL_90DAY_CALL_TTL_TIME,SCR_CELL_CALL_LSTM2_CONTACTS_CNT,SCR_CELL_NET_LSTM6_ONL_FLOW,SMS_L150D_TTL_PPL,SMS_L30D_SEND_CNT,SMS_L30D_TOTAL_CNT,sms_l90d_send_cnt,sms_l90d_total_cnt,SCR_CELL_SMS_LSTM3_SEND_CNT,TRC_LSM1_AVG_PLAN_AMT,TRC_LSM1_AVG_TOTAL_AMT,TRC_LSM5_PLAN_AMT,TRC_LSM5_TOTAL_AMT,SCR_CELL_MAX_PLAN_AMT,SCR_CELL_PH_USE_MONS
5,5384,1099,149,170,160,0,349,151257,56636,5281,0,0,201,164,76008,18631,25176,3361,58398,1904,75249,41818,461,31460,0,84890,122,-9999999,53,439,439,1347,1347,1414,169,171.1,845,853.9,169,5
23,9069,830,470,170,167,69.65,257,80171,30685,7039,0,0,619,129,40835,9874,14333,4104,29437,1257,39336,9999,310,16352,0,22717,192,-9999999,44,63,63,167,167,172,116,218.4,530,854.25,116,23
43,8092,761,196,172,168,0,212,92842,29743,9608,0,0,235,157,44930,10798,12324,6287,30596,2633,47912,23926,281,17388,69421,45179,98,-9999999,3,42,42,83,83,53,199,210.9,995,1374.21,199,43
119,23376,525,286,160,151,292.38,193,67078,21011,4955,0,0,364,111,37801,13104,7653,3622,17255,964,29277,17603,195,13308,56136,34627,153,-9999999,16,13,13,52,52,48,49,85.77,245,558.98,49,119
85,13637,299,165,161,135,5.7,116,36607,13770,2499,0,0,261,135,13829,2124,7843,1448,17041,258,22778,10219,103,5927,28125,16703,76,-9999999,7,26,26,71,71,60,93,93.1,429,472.45,107,85
91,48916,2332,518,173,173,71.44,679,205707,83720,10024,0,0,586,165,154950,38183,20064,3825,34272,1388,50757,37128,962,63599,185288,137263,287,-9999999,27,29,736,67,2023,59,193,231.44,773,782.47,193,91
5,2673,927,104,173,171,0,224,76490,25551,9505,0,0,125,109,56199,21453,8139,1716,12155,1232,20291,9681,269,17412,0,36088,67,-9999999,11,7,7,17,17,19,0,404.4,0,2149.85,0,5
25,893,188,68,105,94,14.25,52,15237,5946,421,0,0,79,57,9984,3467,1809,216,3095,148,5253,2827,68,4137,7364,8669,39,-9999999,8,9,9,57,57,65,125,194.75,383,659.86,125,25
39,7351,200,83,130,96,23.18,56,37683,11332,1423,0,0,114,103,15705,3789,5226,1036,12953,0,21978,12860,70,6106,31243,21492,53,-9999999,3,1367,1367,2972,2972,1959,128,145.18,520.8,734.44,128,39
37,13999,628,330,170,163,527.5,262,68628,19617,2900,0,0,391,142,35814,8427,8759,1679,22431,190,32814,14342,192,10839,284,33006,155,-9999999,7,38,38,95,95,102,98,198.4,435,595.34,98,37
63,6346,558,385,168,161,13.3,147,31716,12539,1322,0,0,449,110,18580,5850,5779,594,9189,872,13136,7902,212,6760,26041,20205,176,-9999999,26,19,304,54,716,53,170,173.99,675,723.34,170,63
71,7998,1258,235,173,173,0,399,141722,50843,9931,0,0,294,172,62854,14937,26575,6508,53209,1360,78868,48734,398,24268,0,85534,143,-9999999,27,93,129,139,178,122,103.9,107.8,1017.5,1109.3,269.9,71
94,14380,625,236,170,167,510.91,182,106779,36777,12940,0,0,389,149,40950,8599,23792,7351,54012,2044,65829,33772,202,12913,88659,53919,162,-9999999,7,4,4,10,10,15,54.56,98,286.56,618.25,100,94
109,22587,605,96,168,163,0,131,49418,14323,9354,0,0,117,138,25086,7480,6411,5933,10286,5563,24332,14137,198,7912,36645,25732,65,-9999999,1,50,50,150,150,137,173,173.2,835,836,173,109
5,9338,1271,271,173,153,0,396,146480,55949,8669,0,0,345,0,89160,21889,0,0,0,1078,0,0,460,30044,0,79558,187,-9999999,13,1,165,15,556,22,0,0,398,0,199,5
5,8481,1071,237,172,164,0,341,128405,38535,15263,0,0,333,164,65056,14711,19288,5404,38296,2288,63349,34592,338,19033,0,67791,156,-9999999,60,23,23,78,78,72,0,213.5,0,964.45,0,5
78,15178,549,265,167,159,118.75,200,63228,32610,2696,0,0,369,124,32343,4191,16214,1754,25648,192,30709,18545,245,16294,57677,32060,139,-9999999,24,29,971,76,1807,71,172,170.65,828,773.51,172,78
137,16725,1585,339,173,173,966.04,553,180953,65689,27670,0,0,411,172,100157,19580,31250,12299,56178,4106,80796,39746,588,34376,168531,89159,201,-9999999,33,253,253,309,309,102,101,119.54,472,618.29,120,137
49,21173,1125,416,152,150,2633.03,304,262071,63169,21597,0,0,568,150,78384,27457,36545,14217,70984,1156,183687,84829,436,26534,183761,119530,241,-9999999,38,9,9,61,61,77,90,154.59,831.9,1403.18,230,49
62,10279,229,157,138,116,27.75,83,42943,16248,719,0,0,197,68,18339,1800,5318,301,9029,0,24604,12335,105,10881,17176,21244,77,-9999999,2,55,55,150,150,128,39,46.85,315,359.1,129,62
46,12447,192,115,141,107,29.64,67,57101,17414,1748,0,0,156,103,17664,5132,10054,1225,14559,92,39437,21675,89,7360,39,32283,62,-9999999,6,2708,2708,2970,2970,1483,98,105.52,435,468.16,98,46
70,6196,955,318,171,170,282.72,293,80776,33048,7242,0,0,375,149,51308,10455,13814,1198,22953,87,29468,10920,338,19181,74293,36244,178,-9999999,17,1998,1998,2983,2983,1658,210.71,211.46,1037.63,1050.86,212.43,70
61,3041,248,152,154,131,0,92,53412,7936,3604,0,0,182,93,27788,17844,4396,1547,10722,966,25624,18357,70,3540,32440,32652,84,-9999999,11,26,26,40,40,38,88,89.2,650,693.27,158,61
5,6789,159,66,57,49,0,20,41289,21898,3252,0,0,98,50,17541,4523,11591,1894,13970,760,23748,12473,51,10200,0,23709,40,-9999999,9,0,0,19,19,22,119,149,595,706.47,119,5
62,20370,1219,312,143,141,37.05,293,159154,57626,12735,0,0,388,138,92362,35722,26981,3760,37874,5379,66792,41989,456,30530,112223,99620,212,-9999999,31,387,387,1130,1130,1136,209,224,1043.03,1208.16,237.03,62
37,5366,609,175,149,146,636.5,157,71501,23425,4509,0,0,287,116,47273,20321,10038,1900,15611,305,24228,8727,218,13387,746,27851,94,-9999999,4,1201,1201,2967,2967,1950,117,167.5,516,767.73,117,37
24,3866,550,303,167,159,10.45,144,47194,17456,5178,0,0,329,96,20881,6058,10388,2966,13237,1756,26313,12343,223,7052,14705,22162,112,-9999999,39,38,38,114,149,78,198,198,396,396.1,198,24
49,4330,249,144,156,138,6.45,80,67259,10338,158,0,0,175,82,9475,2540,6440,0,17759,77,57784,28740,98,3887,0,32983,73,-9999999,12,8,11,31,35,29,76,100,380,500,76,49
5,3838,663,139,172,162,0,137,95912,42934,4539,0,0,169,153,38462,10794,26823,1603,37646,2019,57450,27165,256,16023,0,45796,79,-9999999,17,657,657,1962,1962,2020,169,169.1,845,996.12,169,5
84,13294,731,258,167,165,0,178,84294,24924,4375,0,0,285,101,71712,34493,1326,1695,3727,1311,12582,5622,232,23598,79863,41864,146,-9999999,26,3,3,24,24,33,130,231.64,610,1256.54,130,84
114,6173,816,222,172,168,0,236,108960,26179,9668,0,0,267,156,57929,19417,11068,2657,26460,6103,51031,24465,328,15111,94963,56852,124,-9999999,15,2561,2561,2895,2895,1109,97,211.04,485,843.04,97,114
5,2713,400,106,50,29,0,98,72278,22298,4780,0,0,224,29,22213,7204,7601,1650,14597,1137,23820,4635,140,6492,0,37199,102,-9999999,0,0,0,0,0,0,10,144.1,50,805.86,10,5
44,7511,426,241,157,136,139.31,117,37321,14739,3283,0,0,288,110,19217,5451,7024,1962,12914,1035,18099,8251,164,7715,20871,17101,79,-9999999,37,37,386,142,1771,113,168,185.77,746,908.78,168,44
5,1132,70,17,63,41,0,19,24999,5862,4284,0,0,48,51,12682,5998,2866,2443,6390,158,12317,11791,23,2996,0,24315,31,-9999999,4,77,77,229,229,188,179,179,899,1112.56,180,5
52,4637,514,179,80,78,2.66,139,45909,16080,5345,0,0,210,65,33884,9256,5146,919,8807,2537,12025,12025,182,10607,33974,45518,169,-9999999,12,48,48,70,70,30,190,194.96,380,388.45,190,52
39,5922,1265,237,173,168,20.7,390,181012,54611,13692,0,0,283,156,99203,36815,25786,7770,47600,251,81473,22329,414,28569,0,53531,114,-9999999,16,2,45,8,135,15,136,145,680,768.5,136,39
24,1247,208,68,134,115,8.74,41,31422,10092,4150,0,0,99,85,14682,4693,4804,3284,9401,720,16740,10327,83,5288,13725,17634,36,-9999999,2,1441,1441,2991,2991,1732,78,91.74,364.79,426.26,78,24
214,22612,199,135,129,105,0,82,90672,32192,2983,0,0,185,83,42497,11516,16385,1854,43153,1228,48175,37036,83,15805,65761,64075,81,-9999999,11,77,77,218,218,184,127,135.15,631.23,663.64,201.35,214
66,18196,991,300,173,169,0,251,87973,31074,9161,0,0,352,165,50055,12361,11715,4796,21462,2834,37918,22768,407,19228,7921,57706,193,-9999999,21,49,49,88,88,59,137,155,685,776.9,137,66
50,29377,543,152,170,153,1612.15,157,103810,41540,10483,0,0,214,157,34653,9944,22969,8093,37338,7133,65568,28003,240,15433,98911,46445,95,-9999999,8,813,813,1699,1699,1299,101.98,152.4,433.9,821.18,101.98,50
131,21122,1352,805,172,171,1236.07,507,129697,47569,8868,0,0,1003,166,82332,15916,14207,5128,31499,674,47365,20841,569,33315,108217,59269,408,-9999999,7,2947,2947,2947,2947,973,113,173.28,448,847.54,113,131
5,15421,3892,443,173,173,0,1030,782575,256740,51797,0,0,602,173,291325,92609,154001,27697,295752,14905,491250,253131,1368,102546,0,431446,305,-9999999,53,1006,1006,2692,2692,2400,401,391.15,2005,1927.75,401,5
83,25605,729,284,170,156,1041.75,261,92251,44504,7022,0,0,392,157,42238,3656,24729,3624,40321,693,50013,36284,327,19775,65933,65408,226,-9999999,6,2995,2995,2995,2995,0,69,142.63,382.53,602.2,126.53,83
64,17556,857,336,172,170,0,280,83333,35703,3510,0,0,426,134,45849,10861,17983,1206,29950,952,37484,20697,321,17697,0,38875,160,-9999999,22,12,17,22,36,18,138,148,690,784.8,138,64
23,59137,554,341,170,152,0,166,208152,88458,13686,0,0,490,155,37396,7852,71283,10979,125909,3363,170756,82314,229,17154,167530,103144,189,-9999999,11,12,12,74,74,91,169,397.6,845,1401.32,169,23
5,33073,926,279,172,168,0,313,173175,60761,15780,0,0,344,146,119236,26514,16613,6884,36968,1670,53939,27804,373,43937,0,113572,179,-9999999,42,76,76,179,179,191,0,261.51,0,1767.97,0,5
56,24577,860,330,172,165,80.25,353,223978,78283,8382,0,0,448,167,75787,15437,48429,5732,114561,131,148191,59307,327,29797,0,91047,194,-9999999,34,11,17,24,42,29,198,198.1,1114,1925.15,246,56
45,24981,800,379,162,155,112.48,343,112785,29348,15313,0,0,475,103,82803,28440,11495,1382,21801,1219,29982,23909,252,17663,78002,81907,237,-9999999,16,1048,1048,2703,2703,2333,63,112.47,305,380.22,63,45
33,6498,330,199,145,129,0,141,78019,21286,18770,0,0,244,113,28555,7831,12927,15710,22217,5354,49464,13821,121,8359,0,29574,147,-9999999,32,45,47,90,102,49,196,196.1,980,1029.6,196,33
5,7586,503,149,165,151,0,186,73377,18078,8553,0,0,212,149,31218,7394,10273,4519,28017,1574,42159,18719,125,7735,0,36099,87,-9999999,14,6,6,12,12,17,0,129.9,0,558.49,0,5
48,2562,467,106,166,155,84.85,126,77541,16200,9593,0,0,118,110,26581,10251,7822,6858,10420,1714,50960,8575,170,8378,0,19474,39,-9999999,5,3,3,5,5,7,131,243.6,635,1179.2,131,48
32,25097,539,271,163,152,1216.57,167,84796,32609,6155,0,0,407,144,38693,9291,17016,4337,31169,362,46103,28390,208,15593,7002,50268,145,-9999999,17,34,34,43,43,20,48,108.52,209.88,420.77,88,32
50,750,331,55,134,132,0,109,79904,21367,11857,0,0,64,59,64282,14096,2873,6376,4988,759,15622,11052,75,18494,69696,62496,35,-9999999,4,0,0,23,23,23,169,227.5,845,1133.65,169,50
5,3888,797,211,169,165,0,245,91216,28751,3825,0,0,281,130,54854,21043,11947,1571,22909,508,36362,16805,291,16767,0,43880,129,-9999999,7,11,11,32,32,38,0,701,0,4105.97,0,5
5,9826,2134,457,173,172,168.66,580,425884,142543,62505,0,0,591,171,217722,53164,67665,32609,124588,8489,208162,114302,710,74476,0,240170,344,-9999999,111,22,22,163,163,182,275,298.1,1269,1906.06,275,5
58,33258,1291,551,173,171,0,537,164743,67385,7040,0,0,670,152,97409,10440,22795,3974,50869,597,67334,29621,551,44242,141536,82541,232,-9999999,51,62,62,138,138,128,269,298.4,1411,1663.03,335,58
81,489,450,94,88,76,0,114,9998,4158,671,0,0,161,80,4505,1277,2430,503,3580,225,5493,2908,200,1728,0,5088,62,-9999999,24,49,49,64,64,23,129,129.5,645,875.6,129,81
116,18065,545,254,160,151,507.44,138,67712,31937,3273,0,0,382,117,29965,8475,17700,2002,27548,749,37747,26347,226,14186,56303,49793,146,-9999999,8,70,70,133,133,95,30,113.82,150,373.91,30,116
97,4023,270,153,138,126,188.1,91,33756,5908,2211,0,0,173,57,17648,7206,1747,1575,5305,1177,16108,5828,85,3860,19320,14394,78,-9999999,4,190,190,563,563,569,297.44,173.14,1392.79,969.3,428,97
31,5757,606,181,157,140,0,53,50078,19588,9231,0,0,238,121,32660,10259,7615,1882,10438,7160,17418,9746,235,11973,42068,22190,130,-9999999,14,15,15,36,36,28,143,119.33,625,654.09,153,31
84,26371,305,206,156,136,32.59,117,46375,18788,1537,0,0,262,94,16837,2296,10017,1252,21325,519,29538,23721,138,8771,35358,34158,120,-9999999,3,64,64,107,107,67,78,164.84,400,702.79,88,84
28,13247,655,201,164,160,0,155,44424,13920,6867,0,0,230,104,27102,5943,2950,3563,4761,1523,17322,11955,223,10970,0,29784,101,-9999999,13,1315,1315,2975,2975,2147,159.6,160,907.04,908.94,237.35,28
48,9627,396,204,163,146,76.2,119,114730,35470,15874,0,0,278,119,39351,21770,25462,12965,33087,4667,75379,20239,109,9952,0,41597,127,-9999999,6,0,0,2,2,3,76,96.1,410,1079.55,106,48
83,29419,393,254,169,146,1661.17,151,124647,47056,11054,0,0,449,159,20584,3012,39428,8162,68894,6039,104063,48909,140,7628,14445,58862,213,-9999999,13,6,679,18,1852,14,142,173.2,810,977.72,278,83
66,9225,494,246,154,150,0,267,43334,13588,4586,0,0,259,60,35282,3258,3302,1434,5618,361,8052,5415,172,10286,42111,17738,105,-9999999,6,7,623,42,1397,46,135,111.8,613,537.6,139,66
54,3112,683,246,130,126,0,204,130357,45860,5256,0,0,278,109,58266,22455,24114,2606,32183,1915,72091,34735,276,21746,0,61325,130,-9999999,6,2,2,9,9,7,96,302.8,480,1551.7,96,54
113,14622,438,303,161,145,906.7,186,96305,25526,5015,0,0,387,112,40967,17601,15171,4073,32787,1578,55338,16033,148,10355,78366,34962,154,-9999999,16,19,19,56,56,52,128,159.97,820,1019.59,318,113
53,6666,143,54,111,91,0,43,17391,5512,508,0,0,85,61,7920,3953,3609,309,7037,0,9471,7781,40,1903,0,13289,51,-9999999,26,2,18,5,35,4,52,60.3,265,643.6,57,53
151,9852,452,147,148,132,96.14,190,73035,30097,5540,0,0,223,115,32785,2932,14841,3600,32294,211,40250,22132,193,15227,62998,37887,110,-9999999,7,2,2,26,26,32,133,172.38,825,999.55,218,151
50,314,23,19,31,17,0,1,2022,1582,86,0,0,34,17,946,70,761,35,845,8,1076,229,13,821,0,337,7,-9999999,23,19,21,42,53,36,60,125.4,248,422.69,60,50
5,4363,1669,315,173,173,0,420,351228,118655,41084,0,0,481,172,135100,39547,76733,23998,132163,14634,216128,122525,505,41820,0,194043,294,-9999999,1,0,0,0,0,1,0,220.2,99,1048.45,99,5
72,17555,662,320,167,157,77.9,212,93521,41648,3829,0,0,397,136,49299,8852,16935,1510,34837,783,44222,18830,304,24571,60673,45242,163,-9999999,15,3000,3000,3000,3000,0,149.72,178.32,579.72,1120.98,149.72,72
5,3798,556,196,169,159,0,164,57971,13498,10532,0,0,236,117,33523,11097,6302,3687,16486,1297,24448,12746,151,7083,0,33578,120,-9999999,22,1284,1284,2892,2892,1925,186.74,253.29,932.74,1191.5,199,5
39,10447,655,338,158,150,0,230,37891,14856,2193,0,0,387,92,27238,5071,3595,647,7440,870,10653,4555,248,11237,23276,21325,178,-9999999,13,205,205,537,537,514,232,382.7,1061.95,1713.9,246.98,39
5,9580,641,226,151,142,0,200,75639,29921,1787,0,0,341,133,36561,12969,17459,962,28902,61,39078,17480,242,12462,0,35893,182,-9999999,20,5,5,18,18,25,0,252.8,0,1216.9,0,5
5,11767,71,56,125,57,0,32,24639,10812,1768,0,0,90,108,2872,165,9528,1696,16898,255,21767,11719,31,1284,0,13043,34,-9999999,9,4,4,19,19,30,229,237.6,1145,1188.8,229,5
26,20091,805,346,142,139,22.99,200,75538,26378,6445,0,0,418,115,37432,10183,11905,3019,23988,2545,38106,28487,300,14473,17793,52158,225,-9999999,41,83,83,242,242,214,223,244.19,688.3,964.99,223,26
42,8084,1113,208,172,168,186.2,432,106755,37102,6863,0,0,269,149,63814,12742,14048,2197,26729,825,42941,21660,435,22984,62426,54474,122,-9999999,12,96,96,255,255,302,88,141,370,813.58,88,42
133,15717,636,224,167,144,426.55,230,135350,34078,29947,0,0,317,156,40278,5550,21469,21404,65351,4403,95072,50211,240,12599,43566,72743,153,-9999999,5,27,27,71,71,72,93,133.77,465,711.2,93,133
35,45256,964,436,170,161,234.45,363,358208,95727,18337,0,0,575,157,123501,36117,50570,9918,105751,1488,234680,146590,386,45136,0,232760,297,-9999999,81,162,181,284,304,215,196,380.3,1040,1542.15,216,35
5,11136,439,191,150,100,0,128,67742,28009,5280,0,0,355,91,23391,6222,7480,1550,12225,2086,19912,6083,152,9610,0,35318,162,-9999999,0,0,0,0,0,0,100,201.3,460,1141,120,5
66,4047,750,169,172,169,8.74,201,112910,31228,3640,0,0,248,147,86539,43773,7484,1512,13087,543,26371,12398,240,23693,0,46775,87,-9999999,19,59,447,126,1122,101,184,189,969,1008.12,211,66
66,28040,2229,714,173,172,449.92,790,161014,62875,8111,0,0,829,169,104207,16539,20404,2758,40507,953,56807,31470,807,42086,137118,88115,339,-9999999,111,156,156,512,512,458,120,140.42,559.73,750.4,150,66
5,8070,1991,127,168,163,0,542,229060,84493,31086,0,0,206,95,212374,38421,4587,2683,9697,11388,16686,8743,733,79823,0,133531,80,-9999999,332,1701,1701,2957,2957,2116,0,235.95,0,1083.35,0,5
26,4744,626,215,157,144,0,101,99920,46223,15145,0,0,234,119,49029,8708,22997,5294,31257,13314,50891,23731,260,22881,309,45279,82,-9999999,7,30,30,46,46,29,190,240,580,768.08,190,26
35,6976,1198,313,173,167,31.8,146,125419,31205,27733,0,0,370,158,69452,25892,13067,12127,17801,18132,55967,34229,293,18118,0,74376,196,-9999999,29,6,10,66,93,74,144,200.17,508,790.57,144,35
49,7212,57,47,71,44,108.6,15,13278,5599,27,0,0,85,38,3951,511,2841,1,8063,1,9312,5547,36,2758,2156,7570,35,-9999999,5,6,6,6,7,1,6,60.59,18,191.48,6,49
51,5986,176,102,135,98,83.6,78,21970,6449,2386,0,0,124,93,6972,1199,4284,1702,9612,902,14998,6402,54,2127,9365,9090,50,-9999999,2,2910,2910,2910,2910,0,104,120.2,463,650.46,104,51
5,444,19,15,26,17,0,4,3034,1009,68,0,0,26,12,1138,295,479,68,1187,0,1896,1463,11,530,0,2269,7,-9999999,0,0,0,2,2,2,0,99,0,496.4,0,5
73,14001,1595,382,173,172,4.95,643,150245,54259,12238,0,0,439,164,92665,16472,19057,4510,39480,291,57336,24284,597,34995,0,67615,204,-9999999,26,4,29,13,53,13,106,171.4,530,934.15,106,73
54,26110,1302,748,172,172,48.45,431,237515,106069,3679,0,0,1118,151,115018,24527,53695,2258,100979,278,122497,47029,605,51777,214875,96335,344,-9999999,30,1174,1174,2903,2903,2124,158,159.5,920,1053.51,228,54
24,15961,738,280,171,168,49.8,238,128634,47043,8615,0,0,361,151,54873,15940,27028,3588,47169,4479,73761,37679,285,19959,0,66919,138,-9999999,21,16,21,25,33,13,126,133.7,480,899.35,126,24
64,21327,1148,397,173,173,927.01,301,128001,56849,7609,0,0,510,150,90430,20278,14067,3516,24667,1464,37571,19130,477,42547,114835,66319,200,-9999999,19,188,571,346,1320,265,114,118.51,492,620.04,114,64
90,16484,981,284,166,162,224.2,288,107916,36907,8428,0,0,376,138,60646,17863,17221,2510,30255,617,47270,36051,308,19439,0,78458,193,-9999999,51,102,102,151,152,117,17,276.8,103,856,44,90
77,8183,461,303,156,149,0,143,55930,20984,1779,0,0,334,74,34283,10961,10326,374,13587,259,21647,15888,147,10537,0,35441,163,-9999999,7,9,15,13,20,8,75,345,325,794.8,75,77
5,700,256,99,41,40,0,76,41383,16877,2757,0,0,137,34,21965,4881,7278,890,13074,39,19418,8095,111,9552,0,21099,49,-9999999,50,11,11,64,64,76,0,216.94,0,312.3,0,5
1,8184,421,159,50,50,0,131,40738,17397,2844,0,0,199,45,24956,4990,6407,1845,10871,525,15782,15782,176,10990,0,40738,150,-9999999,10,2,2,8,8,11,0,449.11,0,2341.83,0,1
112,3474,382,170,135,123,27.93,137,48225,24336,773,0,0,215,93,30614,4752,8992,376,15812,0,17611,12664,179,14612,40006,30824,95,-9999999,8,18,18,57,57,56,30,39.84,225,253.18,90,112
5,16060,2762,397,173,173,0,859,428609,138797,64552,0,0,478,173,236756,47552,54943,28257,107516,11026,191853,118111,945,83673,0,256011,245,-9999999,39,13,14,124,126,149,299,345.5,1105,1785.16,299,5
38,10085,689,303,167,163,11.4,203,67724,26891,1959,0,0,350,97,50311,10154,5216,552,11225,1049,17413,4637,301,21675,0,22918,126,-9999999,22,5,7,13,26,19,56,210,280,1335.2,56,38
45,13009,564,223,167,159,524.4,224,88803,32913,2904,0,0,309,125,44274,10915,15787,1647,24681,1475,44529,25863,219,17108,84600,38661,149,-9999999,16,4,473,15,971,16,128,163.14,520,555.76,128,45
5,15347,1438,374,158,158,0,502,150143,54608,18043,0,0,499,156,60012,13280,34683,9588,64388,2879,90131,49024,447,19925,0,82462,234,-9999999,8,0,0,9,9,12,0,141.52,0,580.22,0,5
50,11018,842,457,173,168,1133.16,141,96704,36386,6464,0,0,530,167,35935,12889,24335,3398,36040,1161,60769,32776,312,12012,70,49017,204,-9999999,22,55,494,186,1775,168,162,161.58,730,777.17,162,50
1,13256,487,149,31,31,0,187,68358,25429,2877,0,0,220,31,33438,5334,12818,795,27976,0,34920,34920,182,12611,0,68358,220,-9999999,33,18,18,86,86,110,0,291.1,0,1534.18,0,1
159,17456,827,286,172,163,605.15,310,192445,83945,12652,0,0,326,158,94272,11308,36632,9126,73451,711,97842,40349,348,47206,147960,91244,144,-9999999,10,23,23,46,46,49,58,79.05,270,415.35,58,159
5,4272,1059,354,165,161,0,353,141726,46942,6409,0,0,423,136,74164,19015,22260,2495,42450,1035,67562,13130,399,24682,0,29079,101,-9999999,19,16,16,50,50,49,0,311.5,0,1764.6,0,5
5,3534,243,107,78,74,0,78,16829,5698,673,0,0,116,59,9350,2459,1703,461,5519,134,7479,4338,89,3995,0,9909,50,-9999999,9,33,33,70,70,68,169,237.95,845,1130.12,169,5
5,16385,1319,338,173,172,0,386,131541,46851,14914,0,0,466,169,70287,17625,20201,7843,41616,1970,61254,27355,421,26628,0,58001,214,-9999999,19,15,53,37,93,40,109,191.06,545,1006.34,109,5
119,13235,1400,406,170,168,283.1,484,148615,44412,11434,0,0,449,146,84344,22149,16153,4982,31740,4299,64271,19006,494,28259,140978,47813,175,-9999999,20,58,58,139,139,128,248,250.2,1175.94,1222.01,248,119
84,27740,326,240,161,141,298.4,123,103699,47847,3399,0,0,388,128,29361,6459,33404,2191,52147,1288,74338,29909,148,14443,0,42207,135,-9999999,43,10,11,48,50,65,30,161,150,922.5,30,84
35,14193,916,362,170,163,0,351,149142,60870,3762,0,0,468,148,69985,12873,29136,893,54482,53,79157,30504,364,31727,0,62178,197,-9999999,13,3,5,10,25,8,365,434.5,1757,2088.9,399,35
2,309,45,21,5,5,0,19,5701,2257,399,0,0,34,5,2281,424,1429,177,2358,247,3420,3420,13,828,0,5701,34,-9999999,58,33,33,148,148,208,0,269.99,0,1171.6,0,2
5,4672,513,99,163,146,0,164,59841,15989,3524,0,0,114,143,35062,13878,7130,1438,14912,713,24779,10068,149,8790,0,24619,50,-9999999,3,153,153,265,265,226,0,245.3,0,1640.09,0,5
105,95388,2609,853,173,173,738.34,555,561804,187315,81919,0,0,1044,172,279827,83822,83270,53786,129127,43666,281755,156587,1004,103977,30152,307523,440,-9999999,37,28,28,144,144,144,132,213.18,579,1282.81,132,105
81,16710,970,279,173,172,0,362,182845,63331,1987,0,0,360,152,116025,29793,22060,273,46860,40,66820,32638,345,41256,159334,86162,148,-9999999,12,15,15,32,32,29,128,128.5,650,653.3,138,81
74,42559,538,241,166,154,831.82,172,290117,90875,36479,0,0,303,127,123778,31545,46087,17580,125748,3174,166339,38268,217,44788,0,88821,130,-9999999,12,61,61,88,88,51,10,151.46,30,1072.3,10,74
5,12711,533,301,154,140,0,277,82134,28758,3953,0,0,375,120,45041,5013,14555,2814,31888,0,37093,16137,188,14023,0,40355,157,-9999999,41,27,27,95,95,102,0,216.7,0,1351.28,0,5
95,18146,1309,313,172,172,0,425,125306,51759,4140,0,0,354,163,82475,15562,15399,1377,29533,377,42583,19299,571,36311,67403,50496,188,-9999999,27,491,491,1543,1543,1569,175,186,852.18,988.44,204,95
5,1356,128,92,85,76,0,43,7260,3615,600,0,0,99,27,5298,224,1025,370,1522,0,1962,320,70,2590,0,2648,45,-9999999,12,14,14,19,19,8,0,94.2,0,617.1,0,5
104,41136,1171,488,172,171,1053.29,337,188559,87485,6030,0,0,614,151,104216,23448,37941,3640,63058,3427,84343,44148,542,49462,148426,103435,270,-9999999,6,23,23,58,58,73,203,194.6,887.99,1994.09,203,104
60,11377,788,479,166,159,186.01,295,91537,30147,3334,0,0,543,122,60190,21927,9815,1909,21132,228,31347,18577,295,19992,78615,50528,275,-9999999,23,30,30,61,61,57,78,99.25,280.84,322.45,79.64,60
61,13330,963,273,172,155,491.06,267,125501,41557,17323,0,0,372,166,44278,8590,25587,11294,47751,5304,81223,53157,353,15814,111993,86746,178,-9999999,17,2105,2105,2931,2931,1265,97,233.07,428,960.26,97,61
5,6369,259,77,46,44,0,65,31177,9187,1014,0,0,111,38,15996,6667,5148,511,9584,370,15181,8231,91,3907,0,18036,45,-9999999,4,24,24,73,73,68,0,0,597,985.85,199,5
5,10256,2890,756,173,173,0,1067,147774,59769,9136,0,0,885,168,108799,17505,17213,1289,29997,39,38975,20263,1213,42476,0,80411,479,-9999999,85,18,18,111,111,121,0,140.13,0,626.23,0,5
